"subject" "age" "gender" "order" "block" "trial_num" "condition" "compatibility" "target" "cue_nocue" "button_pressed" "rt" "ac"
18 22 2 1 2 6 1 2 1 2 2 411 1
18 22 2 1 2 7 1 2 2 2 1 462 1
18 22 2 1 2 8 1 2 2 2 1 583 1
18 22 2 1 2 9 1 2 1 2 1 362 0
18 22 2 1 2 10 3 4 1 2 2 431 1
18 22 2 1 2 11 3 4 1 2 1 441 0
18 22 2 1 2 12 1 2 2 2 1 435 1
18 22 2 1 2 13 1 2 2 2 1 477 1
18 22 2 1 2 14 1 1 1 2 2 413 1
18 22 2 1 2 15 1 2 2 2 1 448 1
18 22 2 1 2 16 1 1 2 2 1 393 1
18 22 2 1 2 17 1 1 1 2 2 373 1
18 22 2 1 2 18 1 1 1 2 2 618 1
18 22 2 1 2 19 3 4 1 2 2 420 1
18 22 2 1 2 20 1 1 1 2 2 415 1
18 22 2 1 2 21 1 2 1 2 2 442 1
18 22 2 1 2 22 1 2 1 2 2 315 1
18 22 2 1 2 23 1 1 2 2 1 442 1
18 22 2 1 2 24 1 1 2 2 1 371 1
18 22 2 1 2 25 3 4 1 2 1 392 0
18 22 2 1 2 26 1 2 1 2 1 411 0
18 22 2 1 2 27 3 4 1 2 2 358 1
18 22 2 1 2 28 1 1 2 2 1 483 1
18 22 2 1 2 29 1 2 1 2 2 363 1
18 22 2 1 2 30 1 2 2 2 2 360 0
18 22 2 1 2 31 1 2 1 2 2 524 1
18 22 2 1 2 32 3 4 2 2 1 387 1
18 22 2 1 2 33 1 1 1 2 2 455 1
18 22 2 1 2 34 1 1 1 2 2 440 1
18 22 2 1 2 35 1 1 1 2 2 442 1
18 22 2 1 2 36 3 4 2 2 1 403 1
18 22 2 1 2 37 1 2 1 2 2 318 1
18 22 2 1 2 38 1 1 1 2 2 461 1
18 22 2 1 2 39 1 2 2 2 1 366 1
18 22 2 1 2 40 1 1 1 2 2 426 1
18 22 2 1 2 41 1 1 2 2 2 484 0
18 22 2 1 2 42 1 1 1 2 2 508 1
18 22 2 1 2 43 3 4 1 2 2 547 1
18 22 2 1 2 44 1 1 2 2 1 473 1
18 22 2 1 2 45 3 4 1 2 2 409 1
18 22 2 1 2 46 1 1 1 2 2 500 1
18 22 2 1 2 47 3 4 2 2 1 451 1
18 22 2 1 2 48 1 1 1 2 2 573 1
18 22 2 1 2 49 3 4 1 2 2 553 1
18 22 2 1 2 50 1 1 1 2 2 462 1
18 22 2 1 2 51 3 4 2 2 1 519 1
18 22 2 1 2 52 1 1 2 2 1 486 1
18 22 2 1 2 53 1 2 2 2 2 373 0
18 22 2 1 2 54 3 4 2 2 1 530 1
18 22 2 1 2 55 3 4 2 2 1 448 1
18 22 2 1 2 56 1 1 1 2 2 345 1
18 22 2 1 2 57 1 1 1 2 2 343 1
18 22 2 1 2 58 3 4 2 2 1 445 1
18 22 2 1 2 59 1 2 2 2 1 382 1
18 22 2 1 2 60 1 1 2 2 2 346 0
18 22 2 1 3 1 1 2 2 2 1 605 1
18 22 2 1 3 2 1 2 1 2 2 432 1
18 22 2 1 3 3 1 2 1 2 2 402 1
18 22 2 1 3 4 1 2 2 2 1 477 1
18 22 2 1 3 5 3 4 1 2 2 462 1
18 22 2 1 3 6 3 4 2 2 1 431 1
18 22 2 1 3 7 1 2 1 2 2 601 1
18 22 2 1 3 8 3 4 2 2 1 436 1
18 22 2 1 3 9 3 4 1 2 2 534 1
18 22 2 1 3 10 1 1 1 2 2 516 1
18 22 2 1 3 11 1 2 1 2 2 482 1
18 22 2 1 3 12 1 2 1 2 2 418 1
18 22 2 1 3 13 1 2 1 2 1 461 0
18 22 2 1 3 14 1 2 1 2 2 381 1
18 22 2 1 3 15 1 2 1 2 2 401 1
18 22 2 1 3 16 1 2 2 2 2 388 0
18 22 2 1 3 17 1 2 1 2 2 424 1
18 22 2 1 3 18 1 1 2 2 1 483 1
18 22 2 1 3 19 1 1 1 2 2 458 1
18 22 2 1 3 20 1 1 2 2 1 427 1
18 22 2 1 3 21 3 4 2 2 1 454 1
18 22 2 1 3 22 1 1 1 2 1 439 0
18 22 2 1 3 23 1 2 1 2 2 593 1
18 22 2 1 3 24 1 2 2 2 2 436 0
18 22 2 1 3 25 1 2 2 2 1 558 1
18 22 2 1 3 26 1 1 1 2 2 427 1
18 22 2 1 3 27 1 1 1 2 2 405 1
18 22 2 1 3 28 1 1 2 2 1 560 1
18 22 2 1 3 29 1 2 1 2 1 445 0
18 22 2 1 3 30 1 1 1 2 2 439 1
18 22 2 1 3 31 3 4 2 2 1 2320 1
18 22 2 1 3 32 1 1 1 2 2 599 1
18 22 2 1 3 33 1 1 2 2 1 530 1
18 22 2 1 3 34 3 4 2 2 1 520 1
18 22 2 1 3 35 3 4 2 2 1 679 1
18 22 2 1 3 36 3 4 2 2 1 511 1
18 22 2 1 3 37 1 1 1 2 2 454 1
18 22 2 1 3 38 1 2 2 2 1 479 1
18 22 2 1 3 39 1 1 1 2 2 511 1
18 22 2 1 3 40 3 4 1 2 2 558 1
18 22 2 1 3 41 1 2 1 2 2 523 1
18 22 2 1 3 42 1 2 2 2 2 473 0
18 22 2 1 3 43 1 2 1 2 2 498 1
18 22 2 1 3 44 1 1 1 2 2 433 1
18 22 2 1 3 45 3 4 2 2 1 459 1
18 22 2 1 3 46 3 4 2 2 1 516 1
18 22 2 1 3 47 3 4 1 2 2 450 1
18 22 2 1 3 48 3 4 1 2 2 532 1
18 22 2 1 3 49 3 4 1 2 1 409 0
18 22 2 1 3 50 1 2 2 2 1 484 1
18 22 2 1 3 51 1 1 1 2 2 508 1
18 22 2 1 3 52 1 2 1 2 2 523 1
18 22 2 1 3 53 1 2 1 2 2 585 1
18 22 2 1 3 54 1 1 1 2 2 405 1
18 22 2 1 3 55 1 2 1 2 2 456 1
18 22 2 1 3 56 1 1 2 2 1 442 1
18 22 2 1 3 57 1 2 2 2 1 467 1
18 22 2 1 3 58 1 2 1 2 2 652 1
18 22 2 1 3 59 3 4 1 2 2 397 1
18 22 2 1 3 60 3 4 1 2 2 416 1
19 24 2 2 0 1 3 4 1 1 1 949 1
19 24 2 2 0 2 3 4 1 1 1 586 1
19 24 2 2 0 3 1 2 2 1 2 606 1
19 24 2 2 0 4 3 4 2 1 2 409 1
19 24 2 2 0 5 1 2 2 1 1 468 0
19 24 2 2 0 6 1 2 2 1 1 389 0
19 24 2 2 0 7 1 2 1 1 2 448 0
19 24 2 2 0 8 1 2 1 1 1 554 1
19 24 2 2 0 9 1 1 2 1 2 559 1
19 24 2 2 0 10 3 4 1 1 1 484 1
19 24 2 2 1 1 3 4 1 1 1 578 1
19 24 2 2 1 2 3 4 2 1 2 678 1
19 24 2 2 1 3 1 1 1 1 1 542 1
19 24 2 2 1 4 1 2 1 1 1 476 1
19 24 2 2 1 5 1 1 2 1 2 516 1
19 24 2 2 1 6 1 2 1 1 1 514 1
19 24 2 2 1 7 1 2 2 1 2 553 1
19 24 2 2 1 8 1 2 1 1 1 606 1
19 24 2 2 1 9 1 1 1 1 1 546 1
19 24 2 2 1 10 3 4 1 1 1 623 1
19 24 2 2 1 11 1 2 2 1 2 449 1
19 24 2 2 1 12 3 4 1 1 1 466 1
19 24 2 2 1 13 3 4 1 1 1 531 1
19 24 2 2 1 14 1 2 2 1 2 513 1
19 24 2 2 1 15 1 1 1 1 1 504 1
19 24 2 2 1 16 3 4 1 1 1 527 1
19 24 2 2 1 17 1 2 1 1 1 581 1
19 24 2 2 1 18 3 4 1 1 1 529 1
19 24 2 2 1 19 1 2 1 1 1 488 1
19 24 2 2 1 20 1 2 1 1 1 439 1
19 24 2 2 1 21 1 1 2 1 2 625 1
19 24 2 2 1 22 3 4 2 1 2 563 1
19 24 2 2 1 23 1 1 2 1 2 416 1
19 24 2 2 1 24 3 4 1 1 1 387 1
19 24 2 2 1 25 1 1 1 1 1 407 1
19 24 2 2 1 26 1 2 2 1 2 482 1
19 24 2 2 1 27 1 2 1 1 1 457 1
19 24 2 2 1 28 1 1 1 1 1 458 1
19 24 2 2 1 29 1 1 2 1 2 475 1
19 24 2 2 1 30 3 4 2 1 1 803 0
19 24 2 2 1 31 3 4 2 1 2 655 1
19 24 2 2 1 32 1 1 2 1 2 392 1
19 24 2 2 1 33 1 1 2 1 2 483 1
19 24 2 2 1 34 3 4 1 1 1 475 1
19 24 2 2 1 35 1 2 2 1 2 523 1
19 24 2 2 1 36 3 4 2 1 2 457 1
19 24 2 2 1 37 3 4 2 1 2 410 1
19 24 2 2 1 38 1 2 2 1 2 445 1
19 24 2 2 1 39 1 2 2 1 2 431 1
19 24 2 2 1 40 3 4 2 1 2 377 1
19 24 2 2 1 41 3 4 1 1 1 597 1
19 24 2 2 1 42 3 4 2 1 2 425 1
19 24 2 2 1 43 3 4 2 1 2 339 1
19 24 2 2 1 44 3 4 1 1 1 425 1
19 24 2 2 1 45 1 1 2 1 2 539 1
19 24 2 2 1 46 1 2 2 1 2 353 1
19 24 2 2 1 47 1 2 2 1 2 510 1
19 24 2 2 1 48 3 4 1 1 1 421 1
19 24 2 2 1 49 1 1 2 1 2 503 1
19 24 2 2 1 50 1 2 1 1 1 503 1
19 24 2 2 1 51 1 1 2 1 2 526 1
19 24 2 2 1 52 1 2 2 1 2 460 1
19 24 2 2 1 53 1 1 2 1 2 413 1
19 24 2 2 1 54 3 4 1 1 1 416 1
19 24 2 2 1 55 3 4 1 1 1 538 1
19 24 2 2 1 56 1 1 2 1 2 416 1
19 24 2 2 1 57 3 4 2 1 2 547 1
19 24 2 2 1 58 1 2 1 1 1 528 1
19 24 2 2 1 59 3 4 1 1 1 422 1
19 24 2 2 1 60 1 1 2 1 2 441 1
19 24 2 2 2 1 1 1 2 1 2 754 1
19 24 2 2 2 2 1 2 1 1 1 478 1
19 24 2 2 2 3 1 2 1 1 1 638 1
19 24 2 2 2 4 1 1 2 1 2 656 1
19 24 2 2 2 5 1 2 1 1 1 442 1
19 24 2 2 2 6 1 1 1 1 1 475 1
19 24 2 2 2 7 1 2 1 1 1 531 1
19 24 2 2 2 8 1 1 2 1 2 489 1
19 24 2 2 2 9 1 1 2 1 2 505 1
19 24 2 2 2 10 1 2 1 1 1 392 1
19 24 2 2 2 11 1 2 1 1 1 572 1
19 24 2 2 2 12 3 4 1 1 1 488 1
19 24 2 2 2 13 1 2 1 1 1 384 1
19 24 2 2 2 14 3 4 2 1 2 412 1
19 24 2 2 2 15 1 1 1 1 1 447 1
19 24 2 2 2 16 1 2 2 1 2 537 1
19 24 2 2 2 17 1 1 1 1 1 399 1
19 24 2 2 2 18 1 1 2 1 2 458 1
19 24 2 2 2 19 3 4 1 1 1 411 1
19 24 2 2 2 20 1 1 1 1 1 509 1
19 24 2 2 2 21 3 4 1 1 1 428 1
19 24 2 2 2 22 1 2 1 1 1 406 1
19 24 2 2 2 23 1 2 1 1 1 417 1
19 24 2 2 2 24 3 4 2 1 2 436 1
19 24 2 2 2 25 1 1 2 1 2 558 1
19 24 2 2 2 26 1 2 1 1 1 435 1
19 24 2 2 2 27 3 4 2 1 2 548 1
19 24 2 2 2 28 1 1 1 1 1 466 1
19 24 2 2 2 29 3 4 2 1 2 570 1
19 24 2 2 2 30 3 4 2 1 2 503 1
19 24 2 2 2 31 3 4 2 1 2 366 1
19 24 2 2 2 32 1 2 1 1 1 442 1
19 24 2 2 2 33 1 1 1 1 1 452 1
19 24 2 2 2 34 3 4 1 1 1 365 1
19 24 2 2 2 35 1 1 2 1 2 474 1
19 24 2 2 2 36 3 4 1 1 1 402 1
19 24 2 2 2 37 1 2 1 1 2 365 0
19 24 2 2 2 38 1 2 2 1 1 426 0
19 24 2 2 2 39 3 4 2 1 2 460 1
19 24 2 2 2 40 3 4 2 1 2 437 1
19 24 2 2 2 41 1 1 2 1 2 351 1
19 24 2 2 2 42 3 4 2 1 2 436 1
19 24 2 2 2 43 1 1 2 1 2 326 1
19 24 2 2 2 44 1 2 2 1 2 436 1
19 24 2 2 2 45 3 4 1 1 2 310 0
19 24 2 2 2 46 1 1 2 1 2 365 1
19 24 2 2 2 47 1 2 2 1 2 368 1
19 24 2 2 2 48 1 2 2 1 1 430 0
19 24 2 2 2 49 3 4 1 1 1 520 1
19 24 2 2 2 50 1 1 2 1 2 351 1
19 24 2 2 2 51 1 1 1 1 1 348 0
19 24 2 2 2 52 3 4 2 1 2 322 1
19 24 2 2 2 53 1 1 1 1 1 368 1
19 24 2 2 2 54 1 1 1 1 1 413 1
19 24 2 2 2 55 1 2 1 1 1 359 1
19 24 2 2 2 56 3 4 1 1 1 348 1
19 24 2 2 2 57 1 1 2 1 2 378 1
19 24 2 2 2 58 1 1 2 1 2 366 0
19 24 2 2 2 59 3 4 1 1 1 442 1
19 24 2 2 2 60 1 2 1 1 1 460 1
19 24 2 2 3 1 1 1 1 1 1 379 0
19 24 2 2 3 2 3 4 1 1 1 399 1
19 24 2 2 3 3 1 1 1 1 1 363 1
19 24 2 2 3 4 1 2 1 1 1 383 1
19 24 2 2 3 5 1 1 1 1 1 339 1
19 24 2 2 3 6 3 4 2 1 1 321 0
19 24 2 2 3 7 3 4 2 1 2 352 1
19 24 2 2 3 8 1 2 2 1 2 341 1
19 24 2 2 3 9 1 2 1 1 1 386 1
19 24 2 2 3 10 1 1 2 1 1 350 0
19 24 2 2 3 11 1 1 1 1 1 395 1
19 24 2 2 3 12 3 4 1 1 1 399 0
19 24 2 2 3 13 1 2 1 1 1 418 1
19 24 2 2 3 14 1 1 2 1 2 365 1
19 24 2 2 3 15 1 1 2 1 2 386 1
19 24 2 2 3 16 1 2 1 1 1 390 1
19 24 2 2 3 17 1 1 1 1 1 361 1
19 24 2 2 3 18 3 4 1 1 1 430 1
19 24 2 2 3 19 1 1 1 1 1 384 1
19 24 2 2 3 20 3 4 2 1 2 388 1
19 24 2 2 3 21 3 4 2 1 2 424 1
19 24 2 2 3 22 3 4 2 1 2 442 1
19 24 2 2 3 23 1 2 1 1 2 300 0
19 24 2 2 3 24 1 2 2 1 1 403 0
19 24 2 2 3 25 1 1 2 1 1 390 0
19 24 2 2 3 26 3 4 1 1 1 402 1
19 24 2 2 3 27 1 2 1 1 1 389 1
19 24 2 2 3 28 3 4 1 1 1 473 1
19 24 2 2 3 29 1 2 1 1 1 361 1
19 24 2 2 3 30 3 4 1 1 1 398 1
19 24 2 2 3 31 1 2 2 1 2 450 1
19 24 2 2 3 32 1 2 2 1 2 355 1
19 24 2 2 3 33 3 4 1 1 1 416 1
19 24 2 2 3 34 1 1 2 1 2 402 0
19 24 2 2 3 35 1 2 1 1 1 430 1
19 24 2 2 3 36 1 1 1 1 1 472 1
19 24 2 2 3 37 1 1 2 1 1 408 1
19 24 2 2 3 38 1 1 1 1 1 363 1
19 24 2 2 3 39 1 1 1 1 1 328 1
19 24 2 2 3 40 1 2 2 1 2 462 1
19 24 2 2 3 41 3 4 1 1 2 327 0
19 24 2 2 3 42 1 1 1 1 1 373 1
19 24 2 2 3 43 1 1 2 1 2 370 0
19 24 2 2 3 44 1 2 1 1 1 414 1
19 24 2 2 3 45 3 4 2 1 2 385 1
19 24 2 2 3 46 1 1 1 1 1 389 1
19 24 2 2 3 47 3 4 2 1 2 417 1
19 24 2 2 3 48 1 1 1 1 1 355 1
19 24 2 2 3 49 1 1 1 1 1 400 1
19 24 2 2 3 50 1 1 2 1 2 388 1
19 24 2 2 3 51 3 4 2 1 2 416 1
19 24 2 2 3 52 3 4 1 1 1 434 1
19 24 2 2 3 53 1 1 2 1 2 404 1
19 24 2 2 3 54 3 4 1 1 1 519 1
19 24 2 2 3 55 1 2 2 1 2 438 1
19 24 2 2 3 56 3 4 2 1 2 368 1
19 24 2 2 3 57 1 1 2 1 2 332 0
19 24 2 2 3 58 1 2 1 1 1 386 1
19 24 2 2 3 59 1 1 2 1 2 286 1
19 24 2 2 3 60 1 2 1 1 1 350 1
19 24 2 2 0 1 1 1 2 2 2 1441 1
19 24 2 2 0 2 1 2 1 2 1 755 1
19 24 2 2 0 3 1 1 2 2 1 31255 0
19 24 2 2 0 4 1 2 1 2 2 2495 0
19 24 2 2 0 5 1 1 1 2 1 1222 1
19 24 2 2 0 6 1 1 1 2 1 745 1
19 24 2 2 0 7 1 1 1 2 1 830 1
19 24 2 2 0 8 3 4 1 2 1 432 1
19 24 2 2 0 9 1 2 2 2 1 602 0
19 24 2 2 0 10 1 2 2 2 2 581 1
19 24 2 2 1 1 1 2 2 2 2 815 1
19 24 2 2 1 2 3 4 1 2 1 474 1
19 24 2 2 1 3 1 1 1 2 1 562 1
19 24 2 2 1 4 3 4 2 2 2 463 1
19 24 2 2 1 5 1 2 1 2 1 560 1
19 24 2 2 1 6 1 1 2 2 1 740 0
19 24 2 2 1 7 1 1 1 2 1 658 1
19 24 2 2 1 8 1 1 1 2 1 787 1
19 24 2 2 1 9 3 4 1 2 1 455 1
19 24 2 2 1 10 1 1 1 2 1 712 1
19 24 2 2 1 11 1 1 1 2 1 487 1
19 24 2 2 1 12 1 1 2 2 2 542 1
19 24 2 2 1 13 1 2 2 2 2 476 1
19 24 2 2 1 14 1 1 2 2 2 404 1
19 24 2 2 1 15 1 1 1 2 1 663 1
19 24 2 2 1 16 1 1 2 2 2 576 1
19 24 2 2 1 17 1 2 1 2 1 652 1
19 24 2 2 1 18 3 4 1 2 1 470 1
19 24 2 2 1 19 1 1 2 2 2 422 1
19 24 2 2 1 20 3 4 1 2 1 569 1
19 24 2 2 1 21 1 1 1 2 1 445 1
19 24 2 2 1 22 1 1 1 2 1 447 1
19 24 2 2 1 23 3 4 1 2 1 464 1
19 24 2 2 1 24 3 4 2 2 2 417 1
19 24 2 2 1 25 1 1 1 2 1 484 1
19 24 2 2 1 26 1 1 2 2 2 660 1
19 24 2 2 1 27 3 4 2 2 2 524 1
19 24 2 2 1 28 1 2 1 2 1 603 1
19 24 2 2 1 29 3 4 1 2 1 470 1
19 24 2 2 1 30 3 4 1 2 1 430 1
19 24 2 2 1 31 1 1 2 2 2 424 1
19 24 2 2 1 32 1 1 1 2 1 443 1
19 24 2 2 1 33 1 2 2 2 2 636 1
19 24 2 2 1 34 1 2 1 2 1 462 1
19 24 2 2 1 35 1 2 1 2 1 439 1
19 24 2 2 1 36 3 4 1 2 1 545 1
19 24 2 2 1 37 1 1 1 2 1 622 1
19 24 2 2 1 38 3 4 2 2 2 513 1
19 24 2 2 1 39 3 4 2 2 2 728 1
19 24 2 2 1 40 3 4 2 2 2 430 1
19 24 2 2 1 41 1 1 1 2 1 464 1
19 24 2 2 1 42 3 4 2 2 1 425 0
19 24 2 2 1 43 1 2 2 2 2 451 1
19 24 2 2 1 44 3 4 2 2 2 460 1
19 24 2 2 1 45 1 2 2 2 2 749 1
19 24 2 2 1 46 1 1 2 2 2 554 1
19 24 2 2 1 47 1 2 1 2 1 607 1
19 24 2 2 1 48 1 1 2 2 2 690 1
19 24 2 2 1 49 1 2 2 2 2 1146 1
19 24 2 2 1 50 1 2 2 2 2 719 1
19 24 2 2 1 51 1 2 2 2 2 366 1
19 24 2 2 1 52 1 1 2 2 2 458 1
19 24 2 2 1 53 1 1 1 2 1 435 1
19 24 2 2 1 54 1 1 2 2 2 477 1
19 24 2 2 1 55 1 2 2 2 2 565 1
19 24 2 2 1 56 3 4 2 2 2 426 1
19 24 2 2 1 57 1 1 1 2 1 428 1
19 24 2 2 1 58 1 1 2 2 2 398 1
19 24 2 2 1 59 1 1 1 2 1 385 1
19 24 2 2 1 60 3 4 2 2 2 437 1
19 24 2 2 2 1 1 1 1 2 1 640 1
19 24 2 2 2 2 1 2 2 2 2 546 1
19 24 2 2 2 3 3 4 1 2 1 551 1
19 24 2 2 2 4 1 2 2 2 2 468 1
19 24 2 2 2 5 1 2 1 2 1 573 1
19 24 2 2 2 6 1 1 1 2 1 617 1
19 24 2 2 2 7 1 2 2 2 2 636 1
19 24 2 2 2 8 3 4 2 2 2 694 1
19 24 2 2 2 9 3 4 1 2 1 461 1
19 24 2 2 2 10 1 1 1 2 1 582 1
19 24 2 2 2 11 1 1 1 2 1 546 1
19 24 2 2 2 12 3 4 1 2 1 480 1
19 24 2 2 2 13 1 2 1 2 1 512 1
19 24 2 2 2 14 3 4 1 2 1 479 1
19 24 2 2 2 15 1 2 1 2 1 751 1
19 24 2 2 2 16 1 1 2 2 2 748 1
19 24 2 2 2 17 1 1 1 2 1 498 1
19 24 2 2 2 18 1 1 2 2 2 521 1
19 24 2 2 2 19 1 1 1 2 1 456 1
19 24 2 2 2 20 3 4 2 2 2 473 1
19 24 2 2 2 21 1 1 2 2 2 841 1
19 24 2 2 2 22 1 2 2 2 2 523 0
19 24 2 2 2 23 1 2 1 2 1 529 1
19 24 2 2 2 24 1 2 2 2 2 584 1
19 24 2 2 2 25 1 2 2 2 2 571 0
19 24 2 2 2 26 1 1 1 2 1 440 1
19 24 2 2 2 27 1 2 2 2 1 545 0
19 24 2 2 2 28 1 1 2 2 2 407 1
19 24 2 2 2 29 1 2 2 2 2 450 1
19 24 2 2 2 30 1 1 2 2 2 443 1
19 24 2 2 2 31 1 1 2 2 2 645 1
19 24 2 2 2 32 1 1 2 2 2 454 1
19 24 2 2 2 33 3 4 2 2 2 383 1
19 24 2 2 2 34 1 1 2 2 2 387 1
19 24 2 2 2 35 1 2 1 2 1 463 1
19 24 2 2 2 36 1 1 2 2 2 408 1
19 24 2 2 2 37 1 1 1 2 1 603 1
19 24 2 2 2 38 1 2 1 2 1 590 0
19 24 2 2 2 39 3 4 1 2 1 473 1
19 24 2 2 2 40 1 1 1 2 1 562 1
19 24 2 2 2 41 1 1 1 2 1 438 1
19 24 2 2 2 42 1 1 1 2 1 552 1
19 24 2 2 2 43 3 4 1 2 1 390 1
19 24 2 2 2 44 1 2 2 2 1 337 0
19 24 2 2 2 45 1 1 2 2 2 543 1
19 24 2 2 2 46 3 4 1 2 1 485 1
19 24 2 2 2 47 1 1 2 2 2 565 1
19 24 2 2 2 48 1 1 1 2 1 474 1
19 24 2 2 2 49 1 2 2 2 2 938 1
19 24 2 2 2 50 3 4 1 2 1 496 1
19 24 2 2 2 51 1 2 1 2 1 607 1
19 24 2 2 2 52 1 2 1 2 1 530 1
19 24 2 2 2 53 1 2 1 2 1 520 1
19 24 2 2 2 54 3 4 2 2 1 391 0
19 24 2 2 2 55 1 2 1 2 1 458 1
19 24 2 2 2 56 1 2 1 2 1 539 1
19 24 2 2 2 57 1 2 1 2 1 609 1
19 24 2 2 2 58 3 4 1 2 1 428 1
19 24 2 2 2 59 1 1 2 2 2 398 0
19 24 2 2 2 60 1 1 1 2 1 450 1
19 24 2 2 3 1 1 1 2 2 2 436 1
19 24 2 2 3 2 1 1 2 2 2 606 1
19 24 2 2 3 3 3 4 1 2 1 425 1
19 24 2 2 3 4 1 2 2 2 2 651 1
19 24 2 2 3 5 3 4 2 2 2 636 1
19 24 2 2 3 6 1 2 1 2 1 630 1
19 24 2 2 3 7 3 4 1 2 1 480 1
19 24 2 2 3 8 1 2 2 2 2 505 1
19 24 2 2 3 9 3 4 2 2 2 376 1
19 24 2 2 3 10 3 4 1 2 1 452 1
19 24 2 2 3 11 1 2 2 2 2 517 1
19 24 2 2 3 12 1 2 2 2 2 596 1
19 24 2 2 3 13 1 2 2 2 2 391 1
19 24 2 2 3 14 3 4 1 2 1 427 1
19 24 2 2 3 15 1 2 1 2 1 701 1
19 24 2 2 3 16 1 2 2 2 1 380 0
19 24 2 2 3 17 3 4 2 2 1 480 0
19 24 2 2 3 18 1 2 1 2 2 473 0
19 24 2 2 3 19 1 1 1 2 1 489 1
19 24 2 2 3 20 3 4 2 2 2 737 1
19 24 2 2 3 21 1 1 2 2 2 663 1
19 24 2 2 3 22 1 2 2 2 2 576 1
19 24 2 2 3 23 3 4 1 2 1 468 1
19 24 2 2 3 24 1 1 1 2 1 620 1
19 24 2 2 3 25 3 4 2 2 2 495 1
19 24 2 2 3 26 3 4 2 2 2 510 1
19 24 2 2 3 27 1 1 2 2 2 421 1
19 24 2 2 3 28 3 4 1 2 1 456 1
19 24 2 2 3 29 3 4 2 2 2 449 1
19 24 2 2 3 30 3 4 1 2 1 482 1
19 24 2 2 3 31 1 1 2 2 2 498 1
19 24 2 2 3 32 1 1 1 2 1 473 1
19 24 2 2 3 33 1 1 1 2 1 554 1
19 24 2 2 3 34 1 2 1 2 1 559 1
19 24 2 2 3 35 3 4 1 2 1 420 1
19 24 2 2 3 36 1 2 1 2 2 438 0
19 24 2 2 3 37 3 4 2 2 2 448 1
19 24 2 2 3 38 3 4 1 2 1 449 1
19 24 2 2 3 39 3 4 1 2 1 475 1
19 24 2 2 3 40 3 4 1 2 1 539 1
19 24 2 2 3 41 1 1 1 2 1 473 1
19 24 2 2 3 42 1 1 2 2 2 449 1
19 24 2 2 3 43 1 1 2 2 2 690 1
19 24 2 2 3 44 1 1 2 2 2 370 1
19 24 2 2 3 45 1 2 1 2 2 359 0
19 24 2 2 3 46 1 2 2 2 2 595 1
19 24 2 2 3 47 3 4 2 2 2 439 1
19 24 2 2 3 48 1 1 1 2 1 497 1
19 24 2 2 3 49 1 2 1 2 1 400 1
19 24 2 2 3 50 1 1 1 2 1 539 1
19 24 2 2 3 51 1 1 1 2 1 473 1
19 24 2 2 3 52 1 1 1 2 1 458 1
19 24 2 2 3 53 1 1 2 2 2 466 1
19 24 2 2 3 54 3 4 1 2 1 427 1
19 24 2 2 3 55 1 1 1 2 1 373 1
19 24 2 2 3 56 3 4 1 2 1 417 1
19 24 2 2 3 57 1 1 2 2 2 396 1
19 24 2 2 3 58 1 1 1 2 1 535 1
19 24 2 2 3 59 1 2 1 2 1 389 1
19 24 2 2 3 60 1 1 2 2 2 345 0
2 27 2 2 0 1 1 1 2 1 2 3448 1
2 27 2 2 0 2 1 1 2 1 2 705 1
2 27 2 2 0 3 1 1 1 1 1 1344 1
2 27 2 2 0 4 1 1 1 1 1 694 1
2 27 2 2 0 5 1 1 2 1 2 629 1
2 27 2 2 0 6 1 2 2 1 2 608 1
2 27 2 2 0 7 3 4 2 1 2 594 1
2 27 2 2 0 8 3 4 2 1 2 566 1
2 27 2 2 0 9 3 4 1 1 1 571 1
2 27 2 2 0 10 1 1 1 1 1 799 1
2 27 2 2 1 1 1 1 1 1 1 1151 1
2 27 2 2 1 2 3 4 1 1 1 644 1
2 27 2 2 1 3 1 1 1 1 1 1053 1
2 27 2 2 1 4 1 1 1 1 1 686 1
2 27 2 2 1 5 1 2 1 1 1 654 1
2 27 2 2 1 6 1 1 1 1 1 576 1
2 27 2 2 1 7 1 2 2 1 2 580 1
2 27 2 2 1 8 1 1 1 1 1 864 1
2 27 2 2 1 9 1 2 1 1 1 753 1
2 27 2 2 1 10 1 1 2 1 2 678 1
2 27 2 2 1 11 1 2 2 1 2 606 1
2 27 2 2 1 12 1 2 2 1 2 657 1
2 27 2 2 1 13 1 1 2 1 2 546 1
2 27 2 2 1 14 3 4 1 1 1 648 1
2 27 2 2 1 15 1 2 2 1 1 737 0
2 27 2 2 1 16 1 2 2 1 2 655 1
2 27 2 2 1 17 3 4 2 1 2 480 1
2 27 2 2 1 18 1 1 1 1 1 632 1
2 27 2 2 1 19 3 4 2 1 2 530 1
2 27 2 2 1 20 1 1 1 1 1 704 1
2 27 2 2 1 21 3 4 1 1 1 631 1
2 27 2 2 1 22 1 1 2 1 2 761 1
2 27 2 2 1 23 1 1 1 1 1 806 1
2 27 2 2 1 24 1 2 1 1 1 1073 1
2 27 2 2 1 25 1 1 1 1 1 530 1
2 27 2 2 1 26 1 1 2 1 2 592 1
2 27 2 2 1 27 1 1 2 1 2 819 1
2 27 2 2 1 28 1 1 2 1 1 446 0
2 27 2 2 1 29 1 1 2 1 2 591 1
2 27 2 2 1 30 3 4 1 1 1 586 1
